date,index_open,index_high,index_low,index_close,margin_balance_thousand_ntd,margin_previous_balance_thousand_ntd,index_yoy,index_qoq,margin_roc,margin_roc_autocorr,autocorr_high_threshold,is_autocorr_high,index_yoy_z,index_qoq_z,margin_roc_z,margin_roc_autocorr_z,margin_roc_autocorr_percentile_full_sample,margin_roc_autocorr_percentile,margin_roc_autocorr_rank_252,margin_roc_persistence_score,margin_roc_autocorr_plot,index_yoy_z_plot,index_qoq_z_plot,margin_roc_z_plot,margin_roc_autocorr_bar,index_yoy_ref,index_qoq_ref,margin_roc_ref,autocorr_bar,index_close_return_20d,index_qoq_change_20d,margin_roc_change_20d,raw_signal,transition_watch,final_signal,final_signal_reason,leverage_cycle_phase,signal
2014-03-10,8706.43,8712.88,8651.54,8665.24,203201108.0,202838255.0,0.09714635894241308,0.03073810223354112,0.0896468020311636,0.9943028238493974,0.9958182015461547,False,0.06955777383070029,0.18926135302984862,1.5375349997014396,0.9352528183566517,0.8044324648098233,0.8044324648098233,1.0,1.0,1.0,-0.09394589930363695,0.45779827103272475,1.5470521966606632,1.0,-0.04312342272606933,0.45779827103272475,1.5470521966606632,1.0,0.033132038128848684,0.03083705099238987,0.028849261650178093,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-11,8694.96,8716.31,8684.63,8702.33,203881149.0,203200820.0,0.09262200503978213,0.03419290971298716,0.09001543522232436,0.9943883053182733,0.9958182015461547,False,-0.030294519990312446,0.27076284871028966,1.5368134170021233,0.9474555510904538,0.8095238095238095,0.8095238095238095,1.0,1.0,1.0,-0.08788386317855842,0.43998537366868334,1.5460770747884212,1.0,-0.042295751581826954,0.43998537366868334,1.5460770747884212,1.0,0.03698544438420148,0.029667009979441827,0.02548679223259631,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-12,8671.4,8684.73,8651.99,8684.73,204190257.0,203881149.0,0.10389661562866226,0.03481421022216136,0.08849279057412818,0.9945144300271723,0.9958182015461547,False,0.2310851823596521,0.28141242483962015,1.5073133516695527,0.9701100052004604,0.8191075172207247,0.8191075172207247,1.0,1.0,1.0,-0.05750585884158599,0.42488318806591546,1.5423852916342433,1.0,-0.024658271972699278,0.42488318806591546,1.5423852916342433,1.0,0.03014864967451758,0.014437070961431875,0.024163667618414042,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-13,8737.81,8768.66,8732.15,8747.79,205031879.0,204190257.0,0.10274924962591614,0.03917676407697801,0.08970725628046017,0.9947098945704295,0.9958182015461547,False,0.20436105893023426,0.3893543853779348,1.5263451936972434,0.9887282873892995,0.8328840970350404,0.8328840970350404,1.0,1.0,1.0,-0.032566152387126915,0.42149949257182207,1.540857663259291,1.0,-0.009882831269284211,0.42149949257182207,1.540857663259291,1.0,0.027837342128360643,0.011538412332163572,0.02259049686703163,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-14,8697.73,8709.56,8677.81,8687.63,205232100.0,205031907.0,0.09274241223601609,0.03726207504232537,0.08637524331833002,0.9947140339387548,0.9958182015461547,False,-0.03555348334112769,0.34058333377153993,1.4633709277387021,0.96943773171016,0.8334830787660976,0.8334830787660976,1.0,1.0,1.0,-0.03285066009703175,0.41379319173369994,1.5334779741620919,1.0,-0.011539002370693469,0.41379319173369994,1.5334779741620919,1.0,0.025972814341556516,0.015051012607739667,0.0179449428050249,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-17,8697.26,8708.4,8662.49,8700.1,205905716.0,205232066.0,0.09290736397542365,0.03972169240844581,0.08753701596736252,0.9948182927445507,0.9958182015461547,False,-0.024087874887848786,0.404761662272608,1.4597281306913592,0.9854237860083832,0.8403713686732555,0.8403713686732555,1.0,1.0,1.0,-0.03201610912472861,0.4129330460707388,1.5264541795458317,1.0,-0.012348607049219617,0.4129330460707388,1.5264541795458317,1.0,0.021896524182257293,0.005201139136654653,0.01729120574844134,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-18,8747.38,8759.55,8713.51,8731.94,205901050.0,205905633.0,0.08943075230126984,0.03402402950043926,0.08660295940902141,0.9948791580626802,0.9958182015461547,False,-0.1012795766692971,0.2560666444985268,1.4174794301552482,0.9917262885359146,0.8460616951182989,0.8460616951182989,1.0,1.0,1.0,-0.038612629843258944,0.39799338877814716,1.5160756319848239,1.0,-0.01808608896019236,0.39799338877814716,1.5160756319848239,1.0,0.024929720466456695,-0.00715990315633297,0.015121344045132101,NORMAL,distribution_warning,NORMAL,raw_signal=NORMAL; transition_watch=distribution_warning,normal,NORMAL
2014-03-19,8745.02,8749.8,8682.75,8689.46,205473370.0,205903316.0,0.08095069861868542,0.0291435075248212,0.08206293476459248,0.9948319435663922,0.9958182015461547,False,-0.30703834968308513,0.12857460276698568,1.3285739149570073,0.9674493477749608,0.8421683138664271,0.8421683138664271,0.996031746031746,1.0,0.996031746031746,-0.06417698411371858,0.37233445677708416,1.4982183256012223,0.9920634920634921,-0.03672817029715318,0.37233445677708416,1.4982183256012223,0.9920634920634921,0.015571110173522529,-0.014902685030387497,-0.003613452412895679,NORMAL,distribution_warning,NORMAL,raw_signal=NORMAL; transition_watch=distribution_warning,normal,NORMAL
2014-03-20,8638.59,8638.59,8580.4,8597.33,205353419.0,205473368.0,0.07537734326823609,0.019393462235749892,0.08153083039402542,0.9948981401188489,0.9958182015461547,False,-0.44317035432091306,-0.1250662987499369,1.3068493776503207,0.9658244145837485,0.8478586403114705,0.8478586403114705,1.0,1.0,1.0,-0.10027159080011805,0.3249629562507012,1.4799927115106601,1.0,-0.06295024668578286,0.3249629562507012,1.4799927115106601,1.0,0.002369123972106868,-0.038940056185426064,-0.006830969573778267,NORMAL,distribution_warning,NORMAL,raw_signal=NORMAL; transition_watch=distribution_warning,normal,NORMAL
2014-03-21,8642.82,8642.82,8562.57,8577.17,205052796.0,205353589.0,0.07274833000021252,0.025814075033517403,0.07685050901879809,0.9948389336696455,0.9958182015461547,False,-0.505593692401931,0.04206642008615241,1.2183601912918451,0.9522285748780291,0.8430667864630129,0.8430667864630129,0.9920634920634921,1.0,0.9920634920634921,-0.13887369571457642,0.29802042899693465,1.4550753286326776,0.9841269841269842,-0.0915078883448892,0.29802042899693465,1.4550753286326776,0.9841269841269842,0.006164497655027246,-0.02209180222880036,-0.011289543291528537,NORMAL,distribution_warning,NORMAL,raw_signal=NORMAL; transition_watch=distribution_warning,normal,NORMAL
2014-03-24,8540.27,8605.38,8508.01,8605.38,204069653.0,205052744.0,0.08219815487388948,0.02727010101540639,0.06853450711789333,0.9946840172346958,0.9958182015461547,False,-0.2760977447866936,0.07586931577776411,1.0745866680057998,0.9211735899367187,0.831686133572926,0.831686133572926,0.9722222222222222,1.0,0.9722222222222222,-0.15194265276906377,0.2768631801189184,1.4188383133348799,0.9444444444444444,-0.10341691134113465,0.2768631801189184,1.4188383133348799,0.9444444444444444,0.0004092138211966301,-0.02467239218513373,-0.019227594116630442,NORMAL,distribution_warning,NORMAL,raw_signal=NORMAL; transition_watch=distribution_warning,normal,NORMAL
2014-03-25,8589.19,8689.3,8589.19,8689.3,204701927.0,204062300.0,0.09609725146294723,0.04515706885000581,0.0711091022612087,0.9947536661374641,0.9958182015461547,False,0.07479925254226517,0.54431188389029,1.1174512809596453,0.9298961778926749,0.8361784965558551,0.8361784965558551,0.9801587301587301,1.0,0.9801587301587301,-0.13034818559655625,0.30233448524000145,1.3901347864420004,0.9603174603174602,-0.09191909431639919,0.30233448524000145,1.3901347864420004,0.9603174603174602,0.01503280724153977,9.184238244075438e-05,-0.019856595718572123,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-26,8741.03,8746.71,8717.79,8737.27,204532109.0,204709250.0,0.11853664032035471,0.04601259677741831,0.06885908222088499,0.9946820675464674,0.9958182015461547,False,0.6659225700109332,0.5671907255161598,1.0717059009559413,0.9123114736985299,0.8313866427073974,0.8313866427073974,0.9642857142857143,1.0,0.9642857142857143,-0.054512875538700115,0.3275588890758261,1.3598082259195186,0.9285714285714286,-0.043026083714635815,0.3275588890758261,1.3598082259195186,0.9285714285714286,0.018849949041585212,0.007828337539456776,-0.023747125895150933,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-27,8737.56,8780.42,8723.82,8779.57,205520075.0,204532109.0,0.12006169571357672,0.05156640763488962,0.07032389451601473,0.9947318439313957,0.9958182015461547,False,0.6952757864372128,0.7113048996930652,1.07594124007837,0.9177982993380256,0.8349805330937407,0.8349805330937407,0.9761904761904762,1.0,0.9761904761904762,0.016895568459005875,0.3641061281822298,1.3327732748870282,0.9523809523809523,0.004606295004838286,0.3641061281822298,1.3327732748870282,0.9523809523809523,0.02077815474266509,0.003251222967038059,-0.018982796407014613,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-28,8779.91,8812.41,8751.07,8774.64,204528328.0,205520431.0,0.12523804088981438,0.04368056711944246,0.06361123203860153,0.9946155495732508,0.9958182015461547,False,0.8159776518821577,0.5019643240833415,0.945020309211365,0.8914043388556776,0.8253968253968254,0.8253968253968254,0.9563492063492064,0.975,0.9563492063492064,0.09299862402311557,0.3772354801728119,1.2958444210131557,0.9126984126984128,0.05695283415821373,0.3772354801728119,1.2958444210131557,0.9126984126984128,0.01563270436757347,-0.023006677076151005,-0.01908767321198601,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-03-31,8802.93,8849.28,8769.97,8849.28,203960962.0,204528181.0,0.13280353924299537,0.052417009869739406,0.058518911298817144,0.9944015529692768,0.9958182015461547,False,0.9877785916593196,0.7295600082006448,0.847500160094129,0.8467881691870089,0.8113207547169812,0.8113207547169812,0.9484126984126984,0.95,0.9484126984126984,0.17821576379799214,0.4107901971278436,1.2531449675922959,0.8968253968253967,0.11700610883570442,0.4107901971278436,1.2531449675922959,0.8968253968253967,0.028749194952790047,-0.007360389542342638,-0.02758343757667192,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-01,8847.34,8873.15,8826.16,8873.15,203381121.0,203961052.0,0.13813489101128495,0.04927475563060679,0.05165111676325229,0.9941195026044365,0.9958182015461547,False,1.0991594630177615,0.6468949853512933,0.7235386922878128,0.7804870592915016,0.7924528301886793,0.7924528301886793,0.9325396825396826,0.925,0.9325396825396826,0.26592468753320825,0.4332763674348388,1.2027062747061545,0.8650793650793651,0.18037084136357906,0.4332763674348388,1.2027062747061545,0.8650793650793651,0.037244550846684765,0.004446718779353986,-0.03636057038539309,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-02,8906.52,8922.79,8883.14,8905.45,202550989.0,203380144.0,0.13356847909655167,0.053838298134191165,0.04596671009150155,0.9938766678066857,0.9958182015461547,False,0.9709657309279395,0.7645805265724813,0.6291295918451556,0.7252670618126548,0.7771787960467206,0.7771787960467206,0.9246031746031746,0.9,0.9246031746031746,0.3330714535708017,0.46482914449556667,1.148079923957488,0.8492063492063493,0.23137696327095714,0.46482914449556667,1.148079923957488,0.8492063492063493,0.03156749794102365,0.0071713404885986876,-0.04567314013125601,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-03,8902.94,8913.74,8871.16,8888.54,203107676.0,202545377.0,0.1313814540066902,0.049692008276096766,0.04610436213307745,0.9936899551947019,0.9958182015461547,False,0.9132768579808265,0.6544208712230107,0.6341247732329844,0.6866056343783946,0.7660976340221624,0.7660976340221624,0.9166666666666666,0.875,0.9166666666666666,0.3883291111336612,0.4828854994219899,1.0991318143646782,0.8333333333333333,0.27537050486514225,0.4828854994219899,1.0991318143646782,0.8333333333333333,0.020054419489108577,-0.0006835998570973167,-0.048504046433808456,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-07,8844.91,8876.44,8828.59,8876.44,202449768.0,203107633.0,0.12443692267155826,0.046023457763416875,0.04204163887864332,0.9934445840762117,0.9958182015461547,False,0.7339093729269066,0.5573585758165168,0.5719997198608002,0.6441180386683758,0.7508235998802036,0.7508235998802036,0.9087301587301587,0.85,0.9087301587301587,0.4212415170187322,0.48997817336432575,1.0489287577452613,0.8174603174603174,0.3049536576433206,0.48997817336432575,1.0489287577452613,0.8174603174603174,0.01864594283196186,0.003986633538879403,-0.046563801840595165,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-08,8878.88,8899.12,8860.7,8888.25,201790583.0,202449855.0,0.12983164863325736,0.041383520170965804,0.03823105141451011,0.9931801081593125,0.9958182015461547,False,0.858248675999198,0.43505635086558775,0.5143911688710469,0.6021698071533255,0.7334531296795448,0.7334531296795448,0.8928571428571429,0.825,0.8928571428571429,0.46286124644544324,0.4847475236025412,0.9980204159477171,0.7857142857142858,0.340650110440474,0.4847475236025412,0.9980204159477171,0.7857142857142858,0.02573615964474163,0.010645417937424684,-0.05141575061665349,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-09,8912.39,8936.57,8912.39,8930.57,201829054.0,201790537.0,0.1277951559680297,0.03561691809407619,0.0373025148282069,0.9929624390860561,0.9958182015461547,False,0.8019925822423596,0.28044328026985593,0.4986938250350568,0.5656288773886057,0.7208745133273435,0.7208745133273435,0.8849206349206349,0.8,0.8849206349206349,0.4951594689022924,0.46528997661847593,0.9504655025274638,0.7698412698412698,0.37041414087930535,0.46528997661847593,0.9504655025274638,0.7698412698412698,0.026227458623150346,0.0014240083810890258,-0.05271292039411746,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-10,8964.34,8978.52,8898.3,8948.1,202956976.0,201828146.0,0.13277986236650619,0.039086060400556955,0.04360905957894312,0.9927115874358737,0.9958182015461547,False,0.910884915380224,0.37213958605531694,0.6044841725880729,0.5158775497548088,0.7056004791853848,0.7056004791853848,0.8611111111111112,0.775,0.8611111111111112,0.5347523685668574,0.456418510850556,0.9175148996760932,0.7222222222222223,0.40528322310517106,0.456418510850556,0.9175148996760932,0.7222222222222223,0.03032564052077613,0.0042718501783955976,-0.044883730995185056,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-11,8900.13,8909.97,8848.24,8908.05,202173407.0,202957217.0,0.12572316060041588,0.03431159681116114,0.037003074585105766,0.992447566448081,0.9958182015461547,False,0.7330688144150401,0.24255040370773245,0.4927910323049584,0.4652346048964377,0.6915244085055405,0.6915244085055405,0.8373015873015873,0.75,0.8373015873015873,0.5536396491238271,0.4360501196940966,0.8770650075455089,0.6746031746031746,0.42643068060903355,0.4360501196940966,0.8770650075455089,0.6746031746031746,0.018320055694066584,-0.004865167265816872,-0.0527041816953544,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-14,8897.23,8899.51,8852.66,8857.42,200477563.0,202173407.0,0.11521401096652739,0.03637495407498226,0.024395450514979267,0.991694812077513,0.9958182015461547,False,0.4844429426396337,0.2973923226134306,0.27771676042291016,0.32165354705570476,0.6352201257861635,0.6352201257861635,0.6984126984126984,0.725,0.6984126984126984,0.547049486601523,0.42284461521022365,0.8199842221052613,0.39682539682539675,0.430173407191653,0.42284461521022365,0.8199842221052613,0.39682539682539675,0.01954388020668474,-0.0008871209673431135,-0.06197979280335075,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-15,8898.65,8918.94,8889.44,8916.71,199471183.0,200477563.0,0.15012917930190284,0.04902347173709187,0.017996080756195187,0.9913581023628361,0.9958182015461547,False,1.3131670045059447,0.6375326302093907,0.1678783208606675,0.2570036031548006,0.6151542377957472,0.6151542377957472,0.5992063492063492,0.7,0.5992063492063492,0.6200130597352774,0.44329109282919194,0.7578788981772048,0.19841269841269837,0.48714073605063957,0.44329109282919194,0.7578788981772048,0.19841269841269837,0.024897414972241627,0.009301779328646065,-0.06954093521116733,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-16,8921.07,8968.56,8894.29,8923.82,198753873.0,199471183.0,0.1546579302170914,0.0483441608026034,0.007905041707996663,0.9908108037070159,0.9958182015461547,False,1.4131117292998565,0.6176929725393405,-0.0024129045436716255,0.1524341288305766,0.5822102425876011,0.5822102425876011,0.5476190476190477,0.675,0.5476190476190477,0.6955462663604755,0.4599007956587299,0.6854701550609309,0.09523809523809534,0.5468808001312342,0.4599007956587299,0.6854701550609309,0.09523809523809534,0.021974498221471794,0.01432013130216414,-0.07869791770102474,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-17,8942.23,8962.66,8921.56,8944.16,200425668.0,198753867.0,0.15366835207924878,0.045365772129766,0.011888898892044697,0.990747794013039,0.9958182015461547,False,1.37681510572104,0.538010212457629,0.06474056082467616,0.1399953838046838,0.5771188978736148,0.5771188978736148,0.5357142857142857,0.65,0.5357142857142857,0.7604290129662435,0.4673397877348155,0.6263530508479543,0.0714285714285714,0.6004249488789637,0.4673397877348155,0.6263530508479543,0.0714285714285714,0.02931137262844885,0.016222264604944803,-0.07017403587254778,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-18,8994.77,9002.7,8945.56,8966.66,200573525.0,200429034.0,0.14108969480706235,0.053082441148698534,0.010132614931840589,0.9906449095666733,0.9958182015461547,False,1.0672998041622792,0.7422059513442749,0.0330709843159958,0.12003823587433679,0.5696316262353999,0.5696316262353999,0.5277777777777778,0.625,0.5277777777777778,0.7896548026039613,0.49351751760238305,0.5698499968925298,0.05555555555555558,0.6305459072843389,0.49351751760238305,0.5698499968925298,0.05555555555555558,0.04295868601065678,0.03368897891294864,-0.07139821546218483,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-21,8961.52,8965.58,8938.47,8951.19,200409288.0,200573429.0,0.1444149109584576,0.04945746158851505,0.004504417105959613,0.9905104158901269,0.9958182015461547,False,1.1398171756488482,0.6482816193105324,-0.06423609769326641,0.08811927214524057,0.5624438454627134,0.5624438454627134,0.5158730158730159,0.6,0.5158730158730159,0.8230036000368077,0.5082569558603021,0.5094608450272159,0.031746031746031855,0.6634021181465654,0.5082569558603021,0.5094608450272159,0.031746031746031855,0.04360645760781234,0.023643386554997647,-0.07234609191283847,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-22,8956.22,8989.06,8955.19,8974.71,200355577.0,200409256.0,0.15600892892794893,0.047688590039924206,0.004916858372565391,0.9904094120398723,0.9958182015461547,False,1.3880990227984524,0.6006353811189273,-0.055026361539167,0.06255556399574544,0.5528601377657981,0.5528601377657981,0.503968253968254,0.575,0.503968253968254,0.8768222117283929,0.5170549011230282,0.45570015868756036,0.007936507936507908,0.7101567571563645,0.5170549011230282,0.45570015868756036,0.007936507936507908,0.042918499822204303,0.020418489024517816,-0.06361764874532794,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-23,9009.59,9022.28,8947.86,8956.92,199748473.0,200355813.0,0.1481685157767223,0.04782092946535754,-0.000914703967563324,0.9902009682817082,0.9958182015461547,False,1.1861886251706664,0.6010937363745101,-0.15593455114534563,0.01956336884120747,0.5384845762204252,0.5384845762204252,0.48412698412698413,0.525,0.48412698412698413,0.9062856796752761,0.5250585997184074,0.39744923394156934,-0.031746031746031744,0.7408684905766421,0.5250585997184074,0.39744923394156934,-0.031746031746031744,0.030798798522320592,0.002663860615351732,-0.07202380622877202,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-24,8968.82,8971.94,8926.55,8945.45,200062893.0,199748473.0,0.14552052933319848,0.03986027398852676,0.0009667850441454906,0.9901831209783268,0.9958182015461547,False,1.124978637582975,0.3824682596563972,-0.12279424799413605,0.012939650598665378,0.5366876310272537,0.5366876310272537,0.47619047619047616,0.5,0.47619047619047616,0.9271135804283903,0.5114785673315493,0.34790223566197837,-0.04761904761904767,0.7656497903835022,0.5114785673315493,0.34790223566197837,-0.04761904761904767,0.02382666439288239,-0.006152322788891551,-0.0678922971767395,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-25,8945.81,8951.06,8749.51,8774.12,196714305.0,200062736.0,0.12613603547523855,0.018811882337777863,-0.012592262640313101,0.9897772943533641,0.9958182015461547,False,0.6782163247328152,-0.1919481540475168,-0.362509546104759,-0.061757222934099826,0.5112309074573226,0.5112309074573226,0.4444444444444444,0.45,0.4444444444444444,0.9034090798859545,0.44448554624782866,0.2802439707318129,-0.11111111111111116,0.7600089216318451,0.44448554624782866,0.2802439707318129,-0.11111111111111116,-0.000620759331037779,-0.03275452529711176,-0.08291615715632783,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2014-04-28,8680.14,8825.93,8671.65,8809.71,196474817.0,196713587.0,0.1108223634437886,0.02486156351791524,-0.014781698136533405,0.9898493961759217,0.9958182015461547,False,0.324909265027036,-0.022630001784771238,-0.4010317894563967,-0.044682910107423895,0.5151242887091944,0.5151242887091944,0.44841269841269843,0.425,0.44841269841269843,0.8483138594232004,0.39999835119710486,0.21536056499960246,-0.10317460317460314,0.7319379760444381,0.39999835119710486,0.21536056499960246,-0.10317460317460314,0.003996745165613547,-0.018819003601527218,-0.07839293017513493,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-29,8845.6,8884.48,8833.37,8872.11,197408305.0,196474553.0,0.11313513282930043,0.029060866014967157,-0.00820086413521337,0.9897850874625379,0.9958182015461547,False,0.37316163768023675,0.08946559054330608,-0.2841488130511867,-0.050511962351150366,0.5121293800539084,0.5121293800539084,0.44047619047619047,0.4,0.44047619047619047,0.8030612668762515,0.37042380256340973,0.16778824328047967,-0.11904761904761907,0.7087911155048122,0.37042380256340973,0.16778824328047967,-0.11904761904761907,0.0025798709047515356,-0.02335614385477225,-0.06671977543403051,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-04-30,8885.7,8890.09,8791.44,8791.44,197943911.0,197408305.0,0.1068481147005389,0.022272352004093277,-0.006070657268862245,0.9898497331428896,0.9958182015461547,False,0.22786772222020432,-0.09423360103018537,-0.24668792691612557,-0.0316616087573559,0.515423779574723,0.515423779574723,0.44841269841269843,0.375,0.44841269841269843,0.7482809292899613,0.32617071650687685,0.1283143223093744,-0.10317460317460314,0.6777637998090311,0.32617071650687685,0.1283143223093744,-0.10317460317460314,-0.009208680119236035,-0.027002403626513516,-0.05772177403211454,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2014-05-02,8846.86,8875.9,8839.92,8867.32,198056201.0,197943831.0,0.10513964238488183,0.028059313878937564,-0.0010227834475308173,0.9897857092325876,0.9958182015461547,False,0.19014294946742588,0.062041673441236525,-0.1587136441822854,-0.043513154670890716,0.512428870919437,0.512428870919437,0.4365079365079365,0.35,0.4365079365079365,0.6951249312116246,0.30101556954824443,0.1009783255006449,-0.12698412698412698,0.6463043901095727,0.30101556954824443,0.1009783255006449,-0.12698412698412698,-0.004281647755026485,-0.0257789842552536,-0.04698949353903237,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2014-05-05,8895.87,8911.08,8844.45,8870.43,199503048.0,198055910.0,0.10579736341820678,0.03203336784912336,0.007476192375685198,0.9895467089208756,0.9958182015461547,False,0.20521702527251823,0.17051055082564592,-0.004372087129943589,-0.08913756473237021,0.4968553459119497,0.4968553459119497,0.42063492063492064,0.35,0.42063492063492064,0.6484670354079002,0.2885865201460922,0.09094495286916028,-0.15873015873015872,0.6178471407652466,0.2885865201460922,0.09094495286916028,-0.15873015873015872,-0.002037454970107655,-0.017658640426973404,-0.03862816975739225,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2014-05-06,8888.45,8927.39,8853.72,8912.39,200809063.0,199503124.0,0.11098520828814529,0.03652810843061016,0.019439778244491057,0.9891813207086223,0.9958182015461547,False,0.32862583420051256,0.2947026584379538,0.2117736809901515,-0.15897229332814158,0.4749925127283618,0.4749925127283618,0.4126984126984127,0.35,0.4126984126984127,0.6180059686262442,0.2891690095072219,0.10245245078544515,-0.17460317460317465,0.5991877016320379,0.2891690095072219,0.10245245078544515,-0.17460317460317465,0.0040500470909508035,-0.009495349332806713,-0.02260186063415226,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-05-07,8903.72,8911.03,8856.98,8893.22,201246072.0,200809063.0,0.1075352377536507,0.05088879619311859,0.03241815231845213,0.9885675894125288,0.9958182015461547,False,0.2469881044647473,0.6893225580943748,0.45049894535418816,-0.2786160495315704,0.44055106319257265,0.44055106319257265,0.4007936507936508,0.35,0.4007936507936508,0.5826709339441969,0.32727887127742694,0.1355997359824683,-0.19841269841269837,0.5764651469760838,0.32727887127742694,0.1355997359824683,-0.19841269841269837,0.0005591651899978789,0.009505276022152787,-0.005812899096057977,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-05-08,8925.21,8941.46,8891.74,8930.9,201963879.0,201245941.0,0.10344393018733178,0.08063665227576333,0.023218735964798842,0.9882255107829547,0.9958182015461547,False,0.1448065593224202,1.509841541464181,0.2831200080154003,-0.34648061251738044,0.42168313866427076,0.42168313866427076,0.3888888888888889,0.35,0.3888888888888889,0.5409695649325991,0.43990388748568926,0.1496492856998904,-0.2222222222222222,0.5486162058371377,0.43990388748568926,0.1496492856998904,-0.2222222222222222,3.695172872508756e-05,0.04501973418168714,-0.014083778863408059,NORMAL,none,NORMAL,raw_signal=NORMAL,normal,NORMAL
2014-05-09,8943.14,8945.63,8878.32,8889.69,202257428.0,201963879.0,0.09364323842869116,0.06962811980733985,0.016641966064395497,0.9880663179073961,0.9958182015461547,False,-0.08559569156472273,1.19741703826879,0.1620751952886334,-0.3778330521811361,0.4112009583707697,0.4112009583707697,0.38492063492063494,0.35,0.38492063492063494,0.48129668336142556,0.5120479970840798,0.15083270566072307,-0.23015873015873012,0.507699309230566,0.5120479970840798,0.15083270566072307,-0.23015873015873012,-0.006527642739799444,0.030542059406782895,-0.026967093514547624,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2014-05-12,8893.72,8898.31,8803.43,8808.61,202447146.0,202257240.0,0.08279994050421458,0.05022563741825481,0.01568878238881899,0.9880342250877518,0.9958182015461547,False,-0.35007052330327976,0.6544840374358366,0.1453098425143817,-0.3825592994298395,0.40970350404312667,0.40970350404312667,0.38095238095238093,0.35,0.38095238095238093,0.40211885415526316,0.5256133342604375,0.15030671869440485,-0.23809523809523814,0.4523593200348341,0.5256133342604375,0.15030671869440485,-0.23809523809523814,-0.011162936894157371,0.01591404060709367,-0.021314292196286777,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
2014-05-13,8865.61,8886.66,8809.06,8817.94,201713697.0,202447136.0,0.07943273697675979,0.05076174190742311,0.010710529306733552,0.9879353027676373,0.9958182015461547,False,-0.4326167018341997,0.6672980311307727,0.05269644838042566,-0.40032524262900215,0.4052111410601977,0.4052111410601977,0.376984126984127,0.35,0.376984126984127,0.32262022977531435,0.5391071149147552,0.14101050247402588,-0.24603174603174605,0.3952640928174771,0.5391071149147552,0.14101050247402588,-0.24603174603174605,-0.004457279885113241,0.01438678783244085,-0.013684921208245715,NORMAL,deleveraging_risk_watch,NORMAL,raw_signal=NORMAL; transition_watch=deleveraging_risk_watch,normal,NORMAL
